record_id,plan_name,plan_category,age,gender,num_members,city_tier,state,bmi_category,smoke,has_pre_existing,annual_checkup,ncb_years,sum_insured,deductible,num_addons,addons_list,has_maternity,has_opd,policy_tenure,prev_insurer,annual_premium,gst_amount,total_premium
AHQ018908,Family Floater Premium,Family,19,Female,3,1,Karnataka,Overweight,1,0,0,0,300000,5000,1,maternity,1,0,1,ACKO,64700.0,11646.0,76346.0
AHQ018909,Individual Premium,Individual,51,Female,2,1,Rajasthan,Overweight,0,1,1,1,2000000,0,0,,0,0,2,Star Health,231500.0,41670.0,273170.0
AHQ018910,Family Floater Basic,Family,28,Female,5,2,Kerala,Normal,0,0,0,5,300000,0,3,opd_cover|international_cover|critical_illness_rider,0,1,1,Niva Bupa,23300.0,4194.0,27494.0
AHQ018911,Super Top-Up,Specialty,24,Male,1,1,Gujarat,Normal,0,1,1,5,5000000,0,0,,0,0,1,Bajaj Allianz,39400.0,7092.0,46492.0
AHQ018912,Family Floater Basic,Family,58,Male,3,1,Uttar Pradesh,Overweight,0,0,0,2,300000,5000,3,opd_cover|hospital_cash|maternity,1,1,1,Care Health,56100.0,10098.0,66198.0
AHQ018913,Senior Citizen,Senior,71,Female,4,2,Rajasthan,Normal,0,1,0,3,1000000,0,0,,0,0,1,Niva Bupa,214100.0,38538.0,252638.0
AHQ018914,Super Top-Up,Specialty,37,Male,1,3,Odisha,Overweight,0,1,1,1,1000000,0,3,critical_illness_rider|opd_cover|maternity,1,1,1,Star Health,18800.0,3384.0,22184.0
AHQ018915,Family Floater Standard,Family,25,Female,4,2,Odisha,Overweight,0,0,0,1,1000000,5000,4,critical_illness_rider|hospital_cash|opd_cover|personal_accident,0,1,3,HDFC Ergo,184800.0,33264.0,218064.0
AHQ018916,Family Floater Standard,Family,36,Female,4,2,West Bengal,Overweight,0,1,0,4,750000,5000,1,maternity,1,0,1,Niva Bupa,66500.0,11970.0,78470.0
AHQ018917,Family Floater Standard,Family,46,Male,4,1,Gujarat,Normal,0,0,0,1,300000,50000,4,international_cover|maternity|hospital_cash|opd_cover,1,1,3,Care Health,162800.0,29304.0,192104.0
AHQ018918,Senior Citizen,Senior,68,Male,1,1,Telangana,Overweight,0,0,0,0,300000,10000,1,maternity,1,0,3,United India,211100.0,37998.0,249098.0
AHQ018919,Family Floater Standard,Family,40,Female,5,1,Punjab,Overweight,0,0,1,2,500000,25000,4,opd_cover|international_cover|maternity|dental_vision,1,1,1,ACKO,64800.0,11664.0,76464.0
AHQ018920,Individual Standard,Individual,34,Male,1,2,Kerala,Normal,0,1,0,2,300000,10000,0,,0,0,1,SBI Health,12100.0,2178.0,14278.0
AHQ018921,Senior Citizen,Senior,73,Male,1,2,Uttar Pradesh,Overweight,0,0,0,1,300000,0,1,dental_vision,0,0,1,Niva Bupa,65800.0,11844.0,77644.0
AHQ018922,Super Top-Up,Specialty,53,Male,1,3,Gujarat,Normal,0,1,0,1,2000000,50000,0,,0,0,2,United India,43700.0,7866.0,51566.0
AHQ018923,Individual Basic,Individual,23,Male,1,2,Gujarat,Obese,1,1,1,0,500000,5000,1,maternity,1,0,1,Care Health,19700.0,3546.0,23246.0
AHQ018924,Senior Citizen,Senior,66,Male,1,3,West Bengal,Overweight,1,0,1,0,1000000,5000,3,opd_cover|dental_vision|critical_illness_rider,0,1,1,HDFC Ergo,126600.0,22788.0,149388.0
AHQ018925,Family Floater Standard,Family,37,Male,4,3,Tamil Nadu,Overweight,0,0,1,1,300000,5000,4,personal_accident|international_cover|hospital_cash|opd_cover,0,1,1,Star Health,44600.0,8028.0,52628.0
AHQ018926,Senior Citizen,Senior,64,Male,4,2,Tamil Nadu,Overweight,0,1,1,2,1000000,0,2,maternity|opd_cover,1,1,3,United India,576700.0,103806.0,680506.0
AHQ018927,Individual Premium,Individual,26,Male,2,3,Uttar Pradesh,Normal,0,0,0,2,500000,5000,4,international_cover|hospital_cash|critical_illness_rider|opd_cover,0,1,3,SBI Health,64100.0,11538.0,75638.0
AHQ018928,Senior Citizen,Senior,71,Female,3,1,Rajasthan,Normal,0,1,1,2,300000,0,1,personal_accident,0,0,1,SBI Health,143500.0,25830.0,169330.0
AHQ018929,Individual Premium,Individual,57,Male,2,3,Delhi,Normal,1,0,0,3,500000,10000,4,personal_accident|critical_illness_rider|international_cover|maternity,1,0,1,Bajaj Allianz,59300.0,10674.0,69974.0
AHQ018930,Family Floater Basic,Family,59,Female,3,1,Telangana,Overweight,0,0,0,2,300000,0,4,critical_illness_rider|opd_cover|hospital_cash|maternity,1,1,1,Niva Bupa,56700.0,10206.0,66906.0
AHQ018931,Family Floater Standard,Family,58,Female,3,1,Gujarat,Obese,0,0,1,3,300000,5000,2,critical_illness_rider|international_cover,0,0,1,United India,72300.0,13014.0,85314.0
AHQ018932,Family Floater Basic,Family,35,Female,3,3,Andhra Pradesh,Overweight,0,1,1,1,500000,0,2,opd_cover|hospital_cash,0,1,1,Star Health,38200.0,6876.0,45076.0
AHQ018933,Senior Citizen,Senior,72,Female,4,1,Andhra Pradesh,Normal,0,0,1,0,1000000,0,3,international_cover|dental_vision|opd_cover,0,1,2,United India,519300.0,93474.0,612774.0
AHQ018934,Family Floater Basic,Family,59,Female,3,3,Tamil Nadu,Obese,0,0,1,0,300000,0,3,dental_vision|personal_accident|opd_cover,0,1,1,ACKO,49600.0,8928.0,58528.0
AHQ018935,Family Floater Premium,Family,38,Female,3,1,Punjab,Obese,0,0,0,0,750000,10000,0,,0,0,1,Care Health,84700.0,15246.0,99946.0
AHQ018936,Individual Premium,Individual,54,Female,2,2,Andhra Pradesh,Overweight,0,1,0,0,500000,10000,4,opd_cover|international_cover|maternity|hospital_cash,1,1,1,Niva Bupa,71100.0,12798.0,83898.0
AHQ018937,Senior Citizen,Senior,64,Male,1,2,Telangana,Overweight,0,0,0,3,1000000,0,2,opd_cover|maternity,1,1,1,Niva Bupa,81700.0,14706.0,96406.0
AHQ018938,Individual Premium,Individual,30,Male,1,2,Tamil Nadu,Obese,0,1,1,3,1500000,5000,1,international_cover,0,0,2,ACKO,78100.0,14058.0,92158.0
AHQ018939,Individual Standard,Individual,19,Female,1,1,Delhi,Normal,0,0,0,0,750000,10000,1,opd_cover,0,1,1,Bajaj Allianz,20300.0,3654.0,23954.0
AHQ018940,Critical Illness,Specialty,23,Female,1,2,Tamil Nadu,Obese,0,1,0,1,1000000,0,0,,0,0,1,SBI Health,46900.0,8442.0,55342.0
AHQ018941,Family Floater Standard,Family,22,Male,2,2,Punjab,Overweight,0,0,0,0,300000,10000,3,maternity|personal_accident|hospital_cash,1,0,2,SBI Health,50400.0,9072.0,59472.0
AHQ018942,Senior Citizen,Senior,69,Male,1,2,Odisha,Overweight,0,0,0,2,300000,5000,4,dental_vision|critical_illness_rider|maternity|opd_cover,1,1,2,United India,142200.0,25596.0,167796.0
AHQ018943,Family Floater Premium,Family,53,Male,3,2,Punjab,Overweight,0,1,0,3,750000,50000,2,dental_vision|international_cover,0,0,3,HDFC Ergo,221900.0,39942.0,261842.0
AHQ018944,Family Floater Basic,Family,57,Female,4,3,Tamil Nadu,Normal,0,0,0,4,300000,0,4,international_cover|maternity|critical_illness_rider|dental_vision,1,0,1,Care Health,45700.0,8226.0,53926.0
AHQ018945,Individual Premium,Individual,43,Male,1,1,Karnataka,Normal,0,0,1,0,500000,5000,4,international_cover|personal_accident|dental_vision|hospital_cash,0,0,2,Care Health,60600.0,10908.0,71508.0
AHQ018946,Family Floater Standard,Family,55,Female,2,2,Uttar Pradesh,Overweight,0,0,1,3,300000,0,0,,0,0,1,Niva Bupa,42900.0,7722.0,50622.0
AHQ018947,Senior Citizen,Senior,63,Male,3,2,West Bengal,Overweight,0,0,0,2,300000,5000,4,dental_vision|critical_illness_rider|maternity|opd_cover,1,1,2,SBI Health,189100.0,34038.0,223138.0
AHQ018948,Individual Premium,Individual,50,Female,1,2,West Bengal,Overweight,1,0,0,2,1000000,0,3,personal_accident|opd_cover|critical_illness_rider,0,1,1,HDFC Ergo,55700.0,10026.0,65726.0
AHQ018949,Individual Standard,Individual,26,Male,2,2,Tamil Nadu,Normal,0,0,1,3,300000,50000,1,personal_accident,0,0,1,SBI Health,9700.0,1746.0,11446.0
AHQ018950,Individual Premium,Individual,37,Female,1,2,Delhi,Normal,0,1,1,3,2500000,5000,0,,0,0,1,Care Health,55900.0,10062.0,65962.0
AHQ018951,Senior Citizen,Senior,68,Male,4,2,Haryana,Overweight,0,0,1,2,750000,10000,1,hospital_cash,0,0,1,SBI Health,171300.0,30834.0,202134.0
AHQ018952,Individual Standard,Individual,32,Female,1,1,Gujarat,Overweight,0,0,0,0,500000,0,3,dental_vision|critical_illness_rider|international_cover,0,0,1,SBI Health,21000.0,3780.0,24780.0
AHQ018953,Family Floater Basic,Family,23,Female,4,1,Odisha,Normal,0,0,1,4,300000,0,1,critical_illness_rider,0,0,3,ACKO,59800.0,10764.0,70564.0
AHQ018954,Senior Citizen,Senior,64,Male,1,1,Maharashtra,Obese,1,0,0,0,300000,25000,3,personal_accident|critical_illness_rider|dental_vision,0,0,1,United India,82700.0,14886.0,97586.0
AHQ018955,Family Floater Standard,Family,57,Male,3,1,Uttar Pradesh,Normal,0,1,0,1,1000000,0,4,opd_cover|maternity|critical_illness_rider|personal_accident,1,1,1,HDFC Ergo,133200.0,23976.0,157176.0
AHQ018956,Senior Citizen,Senior,70,Male,3,1,Delhi,Obese,0,0,1,1,500000,25000,1,international_cover,0,0,2,Bajaj Allianz,284600.0,51228.0,335828.0
AHQ018957,Critical Illness,Specialty,31,Male,1,1,Telangana,Overweight,0,1,0,2,1000000,0,4,international_cover|personal_accident|hospital_cash|dental_vision,0,0,1,United India,57000.0,10260.0,67260.0
AHQ018958,Family Floater Basic,Family,55,Female,2,3,Gujarat,Overweight,0,0,0,0,300000,0,4,opd_cover|hospital_cash|maternity|international_cover,1,1,1,SBI Health,40100.0,7218.0,47318.0
AHQ018959,Family Floater Standard,Family,46,Female,4,2,Gujarat,Obese,0,1,1,0,500000,25000,1,dental_vision,0,0,1,United India,90700.0,16326.0,107026.0
AHQ018960,Family Floater Basic,Family,29,Female,3,2,West Bengal,Normal,0,0,1,3,300000,0,4,critical_illness_rider|opd_cover|personal_accident|maternity,1,1,1,HDFC Ergo,19800.0,3564.0,23364.0
AHQ018961,Family Floater Premium,Family,59,Female,3,3,Delhi,Normal,0,0,1,1,1000000,5000,2,hospital_cash|personal_accident,0,0,1,United India,94300.0,16974.0,111274.0
AHQ018962,Individual Basic,Individual,31,Male,1,2,Rajasthan,Obese,0,0,1,2,300000,5000,3,maternity|hospital_cash|dental_vision,1,0,1,Bajaj Allianz,9800.0,1764.0,11564.0
AHQ018963,Individual Premium,Individual,53,Male,2,2,Maharashtra,Obese,1,1,0,1,500000,10000,0,,0,0,2,HDFC Ergo,139400.0,25092.0,164492.0
AHQ018964,Family Floater Standard,Family,51,Female,2,1,West Bengal,Overweight,0,0,1,0,500000,5000,2,opd_cover|critical_illness_rider,0,1,1,SBI Health,51200.0,9216.0,60416.0
AHQ018965,Family Floater Premium,Family,48,Male,3,1,Kerala,Normal,0,0,1,0,500000,10000,1,personal_accident,0,0,2,Niva Bupa,154600.0,27828.0,182428.0
AHQ018966,Individual Standard,Individual,25,Female,2,2,Rajasthan,Normal,0,0,1,4,500000,5000,1,dental_vision,0,0,1,Bajaj Allianz,15200.0,2736.0,17936.0
AHQ018967,Critical Illness,Specialty,36,Male,1,2,Rajasthan,Overweight,0,1,1,0,750000,0,0,,0,0,1,HDFC Ergo,41500.0,7470.0,48970.0
AHQ018968,Family Floater Basic,Family,23,Female,3,1,Madhya Pradesh,Overweight,0,0,0,0,500000,0,1,dental_vision,0,0,1,HDFC Ergo,29600.0,5328.0,34928.0
AHQ018969,Family Floater Premium,Family,36,Female,3,1,Rajasthan,Normal,0,0,1,2,2500000,10000,4,opd_cover|critical_illness_rider|dental_vision|hospital_cash,0,1,2,United India,225600.0,40608.0,266208.0
AHQ018970,Senior Citizen,Senior,61,Female,1,2,Gujarat,Obese,0,0,1,0,1000000,5000,3,hospital_cash|dental_vision|maternity,1,0,1,SBI Health,111600.0,20088.0,131688.0
AHQ018971,Senior Citizen,Senior,68,Female,3,1,Uttar Pradesh,Obese,0,0,1,1,1000000,5000,0,,0,0,2,Star Health,458600.0,82548.0,541148.0
AHQ018972,Senior Citizen,Senior,66,Female,2,3,Telangana,Normal,1,1,1,0,750000,5000,2,dental_vision|critical_illness_rider,0,0,1,Bajaj Allianz,168200.0,30276.0,198476.0
AHQ018973,Senior Citizen,Senior,74,Female,1,2,Andhra Pradesh,Normal,0,1,0,0,750000,10000,1,critical_illness_rider,0,0,1,SBI Health,100600.0,18108.0,118708.0
AHQ018974,Family Floater Standard,Family,26,Male,3,1,Kerala,Overweight,0,1,0,0,300000,50000,3,hospital_cash|maternity|international_cover,1,0,1,ACKO,36600.0,6588.0,43188.0
AHQ018975,Senior Citizen,Senior,67,Female,1,2,Gujarat,Normal,0,0,0,1,500000,5000,3,personal_accident|dental_vision|opd_cover,0,1,2,United India,149400.0,26892.0,176292.0
AHQ018976,Super Top-Up,Specialty,49,Female,1,1,Delhi,Normal,0,0,1,5,750000,5000,2,maternity|hospital_cash,1,0,1,HDFC Ergo,12800.0,2304.0,15104.0
AHQ018977,Family Floater Basic,Family,18,Male,2,2,Odisha,Normal,0,0,1,0,300000,5000,0,,0,0,2,Niva Bupa,27900.0,5022.0,32922.0
AHQ018978,Individual Standard,Individual,51,Male,2,1,Karnataka,Overweight,0,0,0,2,500000,5000,3,maternity|personal_accident|international_cover,1,0,1,United India,41000.0,7380.0,48380.0
AHQ018979,Family Floater Standard,Family,56,Male,3,1,Haryana,Overweight,0,0,0,2,1000000,50000,4,maternity|personal_accident|dental_vision|hospital_cash,1,0,1,Star Health,98000.0,17640.0,115640.0
AHQ018980,Family Floater Premium,Family,46,Female,3,1,Delhi,Overweight,0,0,0,3,1500000,0,0,,0,0,1,Niva Bupa,115800.0,20844.0,136644.0
AHQ018981,Individual Premium,Individual,38,Female,1,2,Odisha,Normal,0,1,1,0,750000,0,4,international_cover|dental_vision|hospital_cash|critical_illness_rider,0,0,1,HDFC Ergo,39900.0,7182.0,47082.0
AHQ018982,Family Floater Standard,Family,51,Female,2,3,Uttar Pradesh,Normal,0,1,0,0,750000,0,1,maternity,1,0,1,Bajaj Allianz,52300.0,9414.0,61714.0
AHQ018983,Family Floater Basic,Family,26,Male,2,3,Madhya Pradesh,Normal,1,0,0,5,300000,0,4,critical_illness_rider|personal_accident|opd_cover|maternity,1,1,1,ACKO,15400.0,2772.0,18172.0
AHQ018984,Super Top-Up,Specialty,55,Male,1,2,West Bengal,Normal,0,0,1,0,10000000,0,0,,0,0,2,SBI Health,265400.0,47772.0,313172.0
AHQ018985,Individual Premium,Individual,33,Female,2,3,Odisha,Overweight,0,0,1,2,500000,10000,3,international_cover|critical_illness_rider|dental_vision,0,0,2,Star Health,50700.0,9126.0,59826.0
AHQ018986,Family Floater Standard,Family,48,Female,5,1,Odisha,Obese,0,1,0,4,300000,0,0,,0,0,3,HDFC Ergo,265900.0,47862.0,313762.0
AHQ018987,Individual Standard,Individual,49,Male,1,1,Andhra Pradesh,Normal,1,0,1,0,300000,0,4,maternity|international_cover|dental_vision|critical_illness_rider,1,0,2,HDFC Ergo,59800.0,10764.0,70564.0
AHQ018988,Family Floater Basic,Family,30,Female,2,2,Telangana,Normal,0,0,1,0,300000,0,4,maternity|personal_accident|critical_illness_rider|opd_cover,1,1,2,HDFC Ergo,33400.0,6012.0,39412.0
AHQ018989,Family Floater Standard,Family,31,Female,4,3,Rajasthan,Normal,0,0,0,0,750000,50000,1,maternity,1,0,1,Niva Bupa,29800.0,5364.0,35164.0
AHQ018990,Senior Citizen,Senior,69,Female,1,3,Haryana,Normal,0,1,1,0,750000,0,2,hospital_cash|maternity,1,0,1,Star Health,106400.0,19152.0,125552.0
AHQ018991,Family Floater Basic,Family,48,Male,4,2,Haryana,Normal,0,0,1,2,300000,0,2,hospital_cash|international_cover,0,0,1,United India,40000.0,7200.0,47200.0
AHQ018992,Critical Illness,Specialty,39,Female,1,3,Rajasthan,Overweight,0,0,0,0,300000,25000,0,,0,0,1,HDFC Ergo,22300.0,4014.0,26314.0
AHQ018993,Family Floater Standard,Family,48,Female,2,3,Delhi,Normal,1,0,0,0,1000000,0,3,opd_cover|critical_illness_rider|hospital_cash,0,1,1,ACKO,65100.0,11718.0,76818.0
AHQ018994,Individual Basic,Individual,39,Female,1,2,Madhya Pradesh,Obese,0,1,0,1,300000,0,0,,0,0,3,Star Health,39700.0,7146.0,46846.0
AHQ018995,Senior Citizen,Senior,63,Female,4,2,Karnataka,Overweight,0,0,1,4,750000,5000,1,maternity,1,0,1,Care Health,130800.0,23544.0,154344.0
AHQ018996,Individual Basic,Individual,22,Female,1,1,Delhi,Normal,0,0,1,1,300000,0,0,,0,0,1,SBI Health,8800.0,1584.0,10384.0
AHQ018997,Family Floater Standard,Family,25,Male,3,1,Punjab,Normal,1,0,1,0,1000000,0,0,,0,0,1,ACKO,57000.0,10260.0,67260.0
AHQ018998,Senior Citizen,Senior,71,Female,1,2,Karnataka,Normal,1,1,1,2,300000,0,0,,0,0,2,Bajaj Allianz,158400.0,28512.0,186912.0
AHQ018999,Family Floater Premium,Family,36,Female,3,2,Andhra Pradesh,Obese,0,1,0,1,500000,0,1,personal_accident,0,0,1,Care Health,83800.0,15084.0,98884.0
AHQ019000,Individual Premium,Individual,53,Male,2,1,Andhra Pradesh,Overweight,0,1,1,1,1000000,50000,0,,0,0,1,Star Health,63400.0,11412.0,74812.0
AHQ019001,Individual Premium,Individual,29,Female,1,1,Odisha,Obese,1,0,0,0,1500000,10000,0,,0,0,2,ACKO,103700.0,18666.0,122366.0
AHQ019002,Individual Premium,Individual,54,Female,1,1,Delhi,Normal,0,0,0,1,1000000,25000,3,hospital_cash|international_cover|critical_illness_rider,0,0,2,Care Health,88400.0,15912.0,104312.0
AHQ019003,Senior Citizen,Senior,68,Male,1,2,Kerala,Normal,1,0,0,3,1000000,0,0,,0,0,1,Niva Bupa,94200.0,16956.0,111156.0
AHQ019004,Individual Standard,Individual,43,Male,2,3,Delhi,Overweight,0,1,0,3,750000,10000,0,,0,0,1,Star Health,27600.0,4968.0,32568.0
AHQ019005,Individual Premium,Individual,31,Female,2,1,Maharashtra,Obese,1,0,1,2,2500000,5000,0,,0,0,3,Bajaj Allianz,259200.0,46656.0,305856.0
AHQ019006,Senior Citizen,Senior,73,Female,1,2,Haryana,Overweight,0,0,0,3,750000,0,4,critical_illness_rider|maternity|international_cover|hospital_cash,1,0,1,Niva Bupa,100700.0,18126.0,118826.0
AHQ019007,Individual Basic,Individual,37,Male,1,3,Karnataka,Obese,1,0,0,5,500000,5000,1,personal_accident,0,0,1,Bajaj Allianz,13400.0,2412.0,15812.0
AHQ019008,Family Floater Premium,Family,59,Female,5,2,Andhra Pradesh,Normal,1,1,0,3,1000000,5000,0,,0,0,1,Star Health,217300.0,39114.0,256414.0
AHQ019009,Family Floater Premium,Family,35,Female,3,2,Madhya Pradesh,Normal,0,0,1,0,1000000,5000,2,opd_cover|maternity,1,1,1,ACKO,67600.0,12168.0,79768.0
AHQ019010,Individual Standard,Individual,31,Female,2,2,West Bengal,Overweight,0,1,0,2,1000000,0,4,hospital_cash|maternity|personal_accident|dental_vision,1,0,1,HDFC Ergo,43900.0,7902.0,51802.0
AHQ019011,Individual Standard,Individual,56,Male,1,1,Andhra Pradesh,Normal,1,0,0,2,500000,0,3,personal_accident|dental_vision|hospital_cash,0,0,1,Care Health,43700.0,7866.0,51566.0
AHQ019012,Family Floater Standard,Family,39,Male,2,1,Gujarat,Normal,0,0,0,1,1000000,5000,3,personal_accident|dental_vision|opd_cover,0,1,2,ACKO,92100.0,16578.0,108678.0
AHQ019013,Senior Citizen,Senior,61,Female,1,2,West Bengal,Normal,0,0,0,2,500000,0,0,,0,0,2,ACKO,101500.0,18270.0,119770.0
AHQ019014,Individual Premium,Individual,25,Male,1,3,Odisha,Normal,0,1,0,0,750000,0,2,opd_cover|hospital_cash,0,1,1,SBI Health,28800.0,5184.0,33984.0
AHQ019015,Critical Illness,Specialty,29,Male,1,1,Karnataka,Overweight,0,1,1,0,1000000,0,4,hospital_cash|international_cover|opd_cover|maternity,1,1,1,Niva Bupa,53500.0,9630.0,63130.0
AHQ019016,Individual Standard,Individual,47,Male,1,2,Odisha,Overweight,0,0,0,3,300000,50000,4,opd_cover|personal_accident|dental_vision|maternity,1,1,1,Star Health,17000.0,3060.0,20060.0
AHQ019017,Family Floater Basic,Family,55,Female,3,1,Andhra Pradesh,Normal,0,1,1,4,300000,0,2,opd_cover|international_cover,0,1,2,Niva Bupa,102400.0,18432.0,120832.0
AHQ019018,Senior Citizen,Senior,64,Female,1,3,Rajasthan,Normal,0,0,0,4,500000,0,4,international_cover|opd_cover|critical_illness_rider|personal_accident,0,1,3,United India,133400.0,24012.0,157412.0
AHQ019019,Individual Standard,Individual,27,Male,1,2,West Bengal,Overweight,0,1,0,2,750000,5000,4,international_cover|opd_cover|critical_illness_rider|maternity,1,1,2,SBI Health,46300.0,8334.0,54634.0
AHQ019020,Individual Standard,Individual,18,Male,1,2,Rajasthan,Overweight,0,0,1,0,300000,0,0,,0,0,3,ACKO,36900.0,6642.0,43542.0
AHQ019021,Critical Illness,Specialty,27,Female,1,1,Kerala,Normal,0,0,1,0,2500000,25000,4,dental_vision|international_cover|opd_cover|critical_illness_rider,0,1,2,Bajaj Allianz,128600.0,23148.0,151748.0
AHQ019022,Senior Citizen,Senior,70,Female,1,3,Maharashtra,Obese,0,0,0,3,750000,0,2,international_cover|dental_vision,0,0,1,United India,96900.0,17442.0,114342.0
AHQ019023,Senior Citizen,Senior,70,Male,1,1,Odisha,Overweight,0,0,1,3,500000,10000,0,,0,0,2,Star Health,128300.0,23094.0,151394.0
AHQ019024,Individual Standard,Individual,25,Male,1,2,Rajasthan,Normal,0,1,1,2,500000,0,2,hospital_cash|maternity,1,0,1,HDFC Ergo,17700.0,3186.0,20886.0
AHQ019025,Individual Standard,Individual,29,Female,2,1,Kerala,Normal,0,0,1,1,750000,0,0,,0,0,1,Care Health,25600.0,4608.0,30208.0
AHQ019026,Senior Citizen,Senior,65,Female,3,3,Rajasthan,Overweight,0,0,0,0,750000,0,2,personal_accident|opd_cover,0,1,1,HDFC Ergo,157100.0,28278.0,185378.0
AHQ019027,Senior Citizen,Senior,60,Female,2,3,Telangana,Normal,0,0,0,1,750000,0,2,maternity|opd_cover,1,1,2,United India,166300.0,29934.0,196234.0
AHQ019028,Individual Premium,Individual,58,Female,1,2,Kerala,Overweight,0,0,0,1,500000,0,4,international_cover|critical_illness_rider|personal_accident|dental_vision,0,0,2,Star Health,96100.0,17298.0,113398.0
AHQ019029,Family Floater Standard,Family,48,Male,5,3,Delhi,Overweight,0,1,0,0,750000,0,2,dental_vision|international_cover,0,0,1,Care Health,125600.0,22608.0,148208.0
AHQ019030,Individual Premium,Individual,59,Female,2,1,Punjab,Normal,0,1,1,2,300000,10000,0,,0,0,1,Bajaj Allianz,54100.0,9738.0,63838.0
AHQ019031,Family Floater Basic,Family,41,Female,2,1,Uttar Pradesh,Overweight,0,0,0,0,300000,5000,1,hospital_cash,0,0,1,Care Health,26400.0,4752.0,31152.0
AHQ019032,Senior Citizen,Senior,68,Male,1,1,Odisha,Obese,0,1,1,0,300000,0,3,dental_vision|critical_illness_rider|personal_accident,0,0,1,Star Health,133900.0,24102.0,158002.0
AHQ019033,Individual Premium,Individual,36,Male,2,1,Andhra Pradesh,Normal,0,0,0,1,500000,5000,0,,0,0,1,Star Health,31400.0,5652.0,37052.0
AHQ019034,Senior Citizen,Senior,73,Female,1,1,Rajasthan,Obese,0,0,1,2,1000000,0,3,opd_cover|hospital_cash|critical_illness_rider,0,1,2,United India,284300.0,51174.0,335474.0
AHQ019035,Family Floater Basic,Family,35,Male,2,1,Odisha,Overweight,0,0,1,3,300000,5000,0,,0,0,2,Niva Bupa,39000.0,7020.0,46020.0
AHQ019036,Senior Citizen,Senior,73,Male,1,3,Odisha,Obese,0,1,0,0,500000,10000,2,hospital_cash|international_cover,0,0,2,Niva Bupa,195800.0,35244.0,231044.0
AHQ019037,Senior Citizen,Senior,67,Male,3,1,Delhi,Overweight,0,0,0,0,300000,5000,4,hospital_cash|opd_cover|dental_vision|maternity,1,1,1,Niva Bupa,177100.0,31878.0,208978.0
AHQ019038,Senior Citizen,Senior,66,Male,2,2,Rajasthan,Normal,0,0,0,1,750000,0,1,hospital_cash,0,0,1,Care Health,122800.0,22104.0,144904.0
AHQ019039,Individual Premium,Individual,25,Female,1,3,Tamil Nadu,Overweight,0,1,0,3,1500000,0,0,,0,0,3,Bajaj Allianz,95500.0,17190.0,112690.0
AHQ019040,Family Floater Basic,Family,37,Male,4,1,Telangana,Normal,0,0,0,5,500000,0,4,critical_illness_rider|hospital_cash|dental_vision|maternity,1,0,1,HDFC Ergo,34000.0,6120.0,40120.0
AHQ019041,Family Floater Standard,Family,27,Male,2,3,Gujarat,Overweight,0,0,0,3,300000,0,3,personal_accident|hospital_cash|critical_illness_rider,0,0,2,Care Health,39100.0,7038.0,46138.0
AHQ019042,Individual Standard,Individual,46,Female,1,2,Punjab,Normal,0,0,0,0,750000,25000,1,opd_cover,0,1,2,Star Health,46500.0,8370.0,54870.0
AHQ019043,Individual Standard,Individual,43,Male,1,2,Maharashtra,Overweight,1,0,0,2,1000000,10000,3,critical_illness_rider|dental_vision|maternity,1,0,1,Niva Bupa,34400.0,6192.0,40592.0
AHQ019044,Individual Standard,Individual,52,Male,2,1,Maharashtra,Obese,1,0,1,0,500000,0,1,personal_accident,0,0,3,Care Health,166300.0,29934.0,196234.0
AHQ019045,Family Floater Basic,Family,41,Female,2,1,Punjab,Normal,0,0,1,1,300000,0,0,,0,0,2,ACKO,35000.0,6300.0,41300.0
AHQ019046,Senior Citizen,Senior,74,Male,3,1,Andhra Pradesh,Overweight,0,0,0,0,300000,10000,1,personal_accident,0,0,1,ACKO,147000.0,26460.0,173460.0
AHQ019047,Family Floater Premium,Family,46,Female,3,2,Tamil Nadu,Normal,0,1,0,0,1500000,0,0,,0,0,1,HDFC Ergo,128500.0,23130.0,151630.0
AHQ019048,Family Floater Standard,Family,42,Male,4,1,West Bengal,Obese,0,0,1,2,1000000,0,3,dental_vision|international_cover|personal_accident,0,0,1,Care Health,87600.0,15768.0,103368.0
AHQ019049,Super Top-Up,Specialty,23,Female,1,2,West Bengal,Overweight,0,0,0,3,500000,5000,0,,0,0,1,SBI Health,6600.0,1188.0,7788.0
AHQ019050,Senior Citizen,Senior,62,Male,3,2,Andhra Pradesh,Normal,0,0,0,2,500000,0,2,maternity|international_cover,1,0,1,HDFC Ergo,92800.0,16704.0,109504.0
AHQ019051,Family Floater Premium,Family,33,Female,5,3,Madhya Pradesh,Overweight,0,0,1,2,2500000,10000,1,critical_illness_rider,0,0,1,Care Health,107600.0,19368.0,126968.0
AHQ019052,Family Floater Basic,Family,37,Male,5,2,Telangana,Normal,0,0,0,0,300000,0,2,international_cover|personal_accident,0,0,1,SBI Health,38300.0,6894.0,45194.0
AHQ019053,Senior Citizen,Senior,62,Male,2,1,Andhra Pradesh,Obese,1,0,0,0,1000000,0,3,dental_vision|maternity|opd_cover,1,1,2,Star Health,417200.0,75096.0,492296.0
AHQ019054,Family Floater Standard,Family,50,Female,2,3,Odisha,Overweight,0,0,1,0,1000000,0,3,personal_accident|international_cover|critical_illness_rider,0,0,1,Niva Bupa,58200.0,10476.0,68676.0
